\begin{tabular}{llllllllllllllllllll}
\toprule
t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} \\
\midrule
        1.29 &               0.016 &      117.837 &               0.037 &       233.74 &              -1.119 &      346.998 &              -2.254 &      460.046 &              -2.228 &      574.005 &               -1.92 &      688.853 &               -0.94 &      804.778 &               0.136 &      920.561 &               0.717 &     1036.473 &               0.789 \\
      73.675 &                0.03 &      190.223 &               0.047 &      304.872 &              -2.178 &      417.206 &              -2.237 &      531.272 &              -2.185 &      645.324 &              -1.332 &      761.249 &              -0.271 &      877.033 &               0.643 &      992.944 &               0.771 &     1108.716 &               0.812 \\
      74.308 &               0.029 &      190.936 &               0.048 &      305.504 &              -2.181 &      417.921 &              -2.238 &      531.962 &              -2.181 &      646.096 &              -1.323 &      761.963 &              -0.266 &      877.804 &               0.645 &      993.658 &               0.771 &     1109.488 &               0.812 \\
       75.08 &                0.03 &      191.627 &               0.047 &      306.137 &              -2.183 &      418.612 &              -2.237 &      532.594 &              -2.179 &      646.728 &              -1.319 &      762.652 &              -0.258 &      878.518 &               0.646 &      994.349 &               0.771 &      1110.12 &               0.811 \\
      75.711 &               0.029 &       192.34 &               0.047 &      306.827 &              -2.188 &      419.243 &              -2.237 &      533.285 &              -2.176 &        647.5 &              -1.311 &      763.285 &              -0.254 &      879.209 &               0.648 &      995.063 &               0.772 &     1110.892 &               0.811 \\
      76.484 &               0.029 &      193.031 &               0.047 &      307.459 &               -2.19 &      420.015 &              -2.237 &      533.999 &              -2.174 &      648.215 &              -1.306 &      764.057 &              -0.245 &      879.841 &               0.649 &      995.752 &               0.772 &     1111.524 &               0.811 \\
      77.197 &                0.03 &      193.662 &               0.047 &       308.15 &              -2.195 &      420.729 &              -2.237 &      534.689 &               -2.17 &      648.905 &              -1.298 &      764.689 &               -0.24 &      880.613 &               0.652 &      996.385 &               0.772 &     1112.297 &               0.813 \\
      77.888 &                0.03 &      194.435 &               0.048 &      308.863 &              -2.197 &       421.42 &              -2.236 &      535.402 &              -2.167 &      649.537 &              -1.294 &      765.461 &              -0.231 &      881.245 &               0.653 &      997.157 &               0.773 &     1112.928 &               0.812 \\
      78.602 &                0.03 &      195.067 &               0.047 &      309.553 &              -2.201 &      422.051 &              -2.236 &      536.093 &              -2.164 &      650.308 &              -1.286 &      766.175 &              -0.227 &      882.017 &               0.655 &      997.789 &               0.773 &     1113.701 &               0.812 \\
      79.293 &                0.03 &      195.838 &               0.047 &      310.186 &              -2.203 &      422.823 &              -2.236 &      536.724 &              -2.161 &      650.941 &              -1.281 &      766.865 &              -0.217 &      882.731 &               0.656 &      998.561 &               0.773 &     1114.332 &               0.812 \\
      79.924 &                0.03 &      196.471 &               0.048 &      310.958 &              -2.207 &      423.455 &              -2.236 &      537.497 &              -2.156 &      651.713 &              -1.273 &      767.497 &              -0.213 &      883.421 &               0.659 &      999.274 &               0.774 &     1115.105 &               0.813 \\
      80.697 &               0.031 &      197.244 &               0.047 &       311.59 &              -2.209 &      424.227 &              -2.236 &      538.129 &              -2.154 &      652.345 &              -1.269 &       768.27 &              -0.205 &      884.053 &               0.659 &      999.966 &               0.774 &     1115.737 &               0.813 \\
       81.41 &               0.031 &      197.875 &               0.048 &      312.222 &              -2.211 &       424.86 &              -2.236 &      538.901 &              -2.149 &      653.117 &              -1.261 &      768.902 &                -0.2 &      884.825 &               0.662 &     1000.597 &               0.774 &     1116.509 &               0.813 \\
        82.1 &               0.031 &      198.647 &               0.049 &      312.912 &              -2.214 &      425.631 &              -2.235 &      539.532 &              -2.147 &       653.75 &              -1.257 &      769.673 &              -0.191 &      885.539 &               0.662 &      1001.37 &               0.774 &     1117.141 &               0.813 \\
      82.733 &               0.031 &       199.28 &               0.048 &      313.766 &              -2.217 &      426.345 &              -2.235 &      540.305 &              -2.142 &      654.521 &              -1.248 &      770.387 &              -0.187 &      886.229 &               0.664 &     1002.001 &               0.775 &     1117.914 &               0.814 \\
      83.505 &               0.032 &      200.051 &               0.048 &      314.398 &              -2.219 &      427.035 &              -2.235 &      540.936 &              -2.139 &      655.235 &              -1.243 &      771.078 &              -0.178 &      886.861 &               0.665 &     1002.773 &               0.775 &     1118.545 &               0.814 \\
      84.136 &               0.031 &      200.683 &               0.048 &      315.171 &              -2.223 &      427.667 &              -2.235 &      541.569 &              -2.137 &      655.925 &              -1.235 &      771.709 &              -0.174 &      887.634 &               0.667 &     1003.405 &               0.775 &     1119.318 &               0.814 \\
      84.909 &               0.031 &      201.456 &               0.049 &      315.802 &              -2.224 &      428.299 &              -2.235 &      542.259 &              -2.133 &      656.639 &              -1.232 &      772.481 &              -0.165 &      888.265 &               0.668 &     1004.178 &               0.776 &     1119.948 &               0.814 \\
      85.541 &               0.031 &      202.169 &               0.049 &      316.433 &              -2.225 &       428.99 &              -2.235 &      542.892 &               -2.13 &       657.33 &              -1.224 &      773.114 &               -0.16 &      889.037 &               0.671 &      1004.81 &               0.776 &     1120.722 &               0.814 \\
      86.313 &               0.031 &      202.859 &               0.048 &      317.124 &              -2.228 &      429.844 &              -2.234 &      543.581 &              -2.125 &      657.962 &              -1.219 &      773.886 &              -0.151 &       889.67 &               0.671 &     1005.582 &               0.777 &     1121.435 &               0.814 \\
      86.946 &               0.032 &      203.492 &               0.046 &      317.757 &              -2.229 &      430.558 &              -2.234 &      544.213 &              -2.122 &      658.734 &               -1.21 &      774.518 &              -0.147 &      890.442 &               0.673 &     1006.213 &               0.777 &     1122.125 &               0.814 \\
      87.718 &               0.032 &      204.264 &               0.031 &      318.447 &              -2.232 &      431.248 &              -2.234 &      544.985 &              -2.116 &      659.365 &              -1.206 &       775.29 &              -0.138 &      891.074 &               0.674 &     1006.986 &               0.777 &     1122.757 &               0.815 \\
      88.431 &               0.033 &      204.896 &               0.014 &      319.079 &              -2.232 &      431.962 &              -2.234 &      545.617 &              -2.114 &      660.138 &              -1.198 &      775.922 &              -0.135 &      891.846 &               0.675 &     1007.618 &               0.777 &      1123.53 &               0.815 \\
      89.121 &               0.032 &      205.669 &              -0.035 &       319.85 &              -2.236 &      432.652 &              -2.235 &       546.39 &              -2.108 &      660.852 &              -1.193 &      776.694 &              -0.126 &      892.479 &               0.677 &      1008.39 &               0.778 &     1124.162 &               0.815 \\
      89.835 &               0.032 &        206.3 &              -0.065 &      320.483 &              -2.237 &      433.285 &              -2.234 &      547.022 &              -2.105 &      661.542 &              -1.185 &      777.326 &              -0.122 &       893.25 &               0.678 &     1009.104 &               0.779 &     1124.933 &               0.815 \\
      90.526 &               0.033 &      207.073 &              -0.128 &      321.115 &              -2.237 &      434.057 &              -2.234 &      547.793 &              -2.099 &      662.173 &              -1.181 &      778.099 &              -0.113 &      893.881 &                0.68 &     1009.794 &               0.779 &     1125.567 &               0.816 \\
      91.239 &               0.032 &      207.704 &              -0.159 &      321.806 &               -2.24 &      434.689 &              -2.233 &      548.425 &              -2.097 &      662.947 &              -1.172 &      778.811 &              -0.109 &      894.654 &               0.681 &     1010.508 &               0.779 &     1126.338 &               0.816 \\
       91.93 &               0.033 &      208.476 &              -0.215 &      322.437 &              -2.241 &      435.321 &              -2.234 &      549.198 &              -2.091 &      663.579 &              -1.168 &      779.503 &                -0.1 &      895.286 &               0.682 &     1011.198 &               0.779 &     1126.969 &               0.817 \\
      92.561 &               0.033 &      209.108 &              -0.242 &      323.128 &              -2.241 &       436.01 &              -2.234 &       549.83 &              -2.088 &      664.351 &              -1.159 &      780.134 &              -0.096 &      896.058 &               0.684 &      1011.83 &               0.779 &     1127.742 &               0.816 \\
      93.334 &               0.033 &       209.88 &              -0.293 &      323.759 &              -2.243 &      436.865 &              -2.233 &      550.461 &              -2.085 &      664.982 &              -1.155 &      780.907 &              -0.087 &      896.691 &               0.684 &     1012.603 &                0.78 &     1128.374 &               0.816 \\
      93.966 &               0.033 &      210.595 &              -0.318 &      324.391 &              -2.244 &      437.497 &              -2.233 &      551.151 &               -2.08 &      665.755 &              -1.147 &      781.538 &              -0.083 &      897.462 &               0.686 &     1013.317 &                0.78 &     1129.146 &               0.816 \\
      94.738 &               0.033 &      211.285 &              -0.363 &      325.081 &              -2.245 &      438.128 &              -2.232 &      551.784 &              -2.077 &      666.387 &              -1.142 &      782.311 &              -0.074 &      898.095 &               0.686 &     1014.006 &                0.78 &     1129.778 &               0.816 \\
      95.369 &               0.033 &      211.905 &              -0.384 &      325.714 &              -2.246 &      438.819 &              -2.232 &      552.474 &              -2.071 &      667.159 &              -1.134 &      782.942 &               -0.07 &      898.866 &               0.688 &     1014.639 &                0.78 &      1130.55 &               0.816 \\
      96.143 &               0.034 &      212.677 &              -0.425 &      326.404 &              -2.247 &      439.451 &              -2.232 &      553.188 &              -2.069 &      667.791 &               -1.13 &      783.715 &              -0.061 &      899.581 &               0.689 &     1015.411 &                0.78 &     1131.183 &               0.816 \\
      96.856 &               0.033 &      213.391 &              -0.444 &      327.036 &              -2.247 &      440.142 &              -2.232 &      553.879 &              -2.062 &      668.563 &              -1.122 &      784.346 &              -0.056 &      900.271 &                0.69 &     1016.125 &               0.782 &     1131.954 &               0.817 \\
      97.546 &               0.033 &      214.082 &              -0.483 &      327.807 &              -2.248 &      440.773 &              -2.232 &      554.511 &              -2.059 &      669.195 &              -1.118 &      785.119 &              -0.047 &      900.984 &               0.691 &     1016.815 &               0.781 &     1132.587 &               0.817 \\
       98.26 &               0.033 &      214.713 &              -0.502 &       328.44 &              -2.249 &      441.546 &              -2.232 &      555.283 &              -2.053 &      669.968 &               -1.11 &      785.752 &              -0.043 &      901.675 &               0.692 &     1017.447 &               0.781 &     1133.358 &               0.817 \\
      98.951 &               0.034 &      215.485 &              -0.539 &      329.072 &              -2.249 &      442.177 &              -2.232 &      555.915 &               -2.05 &        670.6 &              -1.105 &      786.523 &              -0.035 &      902.307 &               0.693 &     1018.219 &               0.782 &     1134.072 &               0.817 \\
      99.582 &               0.034 &      216.118 &              -0.557 &      329.762 &               -2.25 &       442.81 &              -2.232 &      556.687 &              -2.044 &      671.371 &              -1.096 &      787.155 &              -0.031 &       903.08 &               0.694 &     1018.851 &               0.782 &     1134.763 &               0.817 \\
     100.355 &               0.034 &       216.89 &              -0.591 &      330.394 &              -2.251 &        443.5 &              -2.231 &      557.318 &               -2.04 &      672.085 &              -1.092 &      787.927 &              -0.022 &      903.793 &               0.695 &     1019.623 &               0.783 &     1135.477 &               0.818 \\
     101.068 &               0.034 &      217.604 &              -0.609 &      331.085 &              -2.251 &      444.353 &              -2.231 &      557.951 &              -2.038 &      672.776 &              -1.084 &       788.56 &              -0.018 &      904.483 &               0.697 &     1020.256 &               0.783 &     1136.166 &               0.818 \\
     101.759 &               0.034 &      218.295 &              -0.644 &      331.799 &              -2.252 &      444.986 &              -2.231 &      558.642 &              -2.031 &      673.488 &               -1.08 &      789.332 &              -0.009 &      905.197 &               0.697 &     1021.028 &               0.783 &     1136.799 &               0.818 \\
     102.473 &               0.034 &      218.926 &               -0.66 &      332.489 &              -2.252 &      445.758 &              -2.231 &      559.273 &              -2.028 &       674.18 &              -1.071 &      789.963 &              -0.005 &      905.887 &               0.698 &     1021.658 &               0.783 &     1137.571 &               0.818 \\
     103.163 &               0.034 &      219.698 &              -0.694 &      333.202 &              -2.252 &       446.39 &              -2.231 &      559.963 &              -2.022 &      674.811 &              -1.067 &      790.735 &               0.004 &      906.519 &               0.699 &     1022.432 &               0.783 &     1138.203 &               0.818 \\
     103.795 &               0.034 &       220.33 &              -0.709 &      333.893 &              -2.253 &      447.022 &              -2.231 &      560.677 &              -2.018 &      675.584 &              -1.058 &      791.368 &               0.009 &      907.292 &               0.701 &     1023.145 &               0.784 &     1138.976 &               0.819 \\
     104.568 &               0.034 &      221.102 &              -0.741 &      334.607 &              -2.254 &      447.712 &               -2.23 &      561.367 &              -2.011 &      676.297 &              -1.054 &       792.14 &               0.017 &      907.924 &               0.701 &     1023.835 &               0.784 &     1139.689 &               0.818 \\
     105.281 &               0.035 &      221.734 &              -0.756 &      335.297 &              -2.254 &      448.344 &               -2.23 &      561.999 &              -2.008 &      676.987 &              -1.046 &      792.854 &               0.021 &      908.695 &               0.703 &     1024.467 &               0.785 &      1140.38 &               0.819 \\
     105.971 &               0.035 &      222.507 &              -0.787 &      335.929 &              -2.254 &      449.034 &              -2.229 &      562.772 &              -2.002 &       677.62 &              -1.042 &      793.544 &                0.03 &      909.328 &               0.703 &      1025.24 &               0.785 &     1141.093 &               0.818 \\
     106.686 &               0.036 &      223.139 &              -0.803 &      336.561 &              -2.253 &      449.748 &               -2.23 &      563.485 &              -1.998 &      678.392 &              -1.034 &      794.258 &               0.034 &        910.1 &               0.705 &     1025.953 &               0.785 &     1141.784 &               0.819 \\
     107.376 &               0.035 &      223.911 &              -0.833 &      337.251 &              -2.253 &      450.438 &               -2.23 &      564.176 &              -1.992 &      679.024 &              -1.028 &      794.948 &               0.043 &      910.732 &               0.706 &     1026.644 &               0.785 &     1142.416 &               0.819 \\
     108.007 &               0.035 &      224.543 &              -0.848 &      338.105 &              -2.253 &      451.153 &               -2.23 &      564.807 &               -1.99 &      679.796 &               -1.02 &       795.58 &               0.047 &      911.504 &               0.706 &     1027.358 &               0.785 &     1143.188 &               0.819 \\
      108.78 &               0.035 &      225.314 &              -0.878 &      338.737 &              -2.254 &      451.843 &               -2.23 &       565.58 &              -1.983 &      680.428 &              -1.016 &      796.353 &               0.056 &      912.136 &               0.707 &     1028.048 &               0.786 &     1143.902 &               0.819 \\
     109.493 &               0.035 &      225.946 &              -0.893 &       339.51 &              -2.254 &      452.475 &               -2.23 &      566.212 &              -1.979 &      681.201 &              -1.008 &      796.984 &                0.06 &      912.908 &               0.708 &      1028.68 &               0.787 &     1144.592 &                0.82 \\
     110.183 &               0.036 &       226.72 &               -0.92 &      340.141 &              -2.254 &      453.246 &              -2.229 &      566.983 &              -1.972 &      681.832 &              -1.004 &      797.756 &               0.069 &       913.54 &               0.709 &     1029.452 &               0.786 &     1145.223 &                0.82 \\
     110.817 &               0.035 &      227.351 &              -0.934 &      340.913 &              -2.254 &      453.961 &              -2.229 &      567.697 &              -1.969 &      682.605 &              -0.995 &      798.388 &               0.073 &      914.312 &                0.71 &     1030.084 &               0.787 &     1145.995 &                0.82 \\
     111.588 &               0.037 &      228.123 &              -0.961 &      341.546 &              -2.254 &      454.651 &              -2.229 &      568.388 &              -1.962 &      683.237 &               -0.99 &      799.161 &               0.082 &      915.026 &               0.711 &     1030.856 &               0.787 &     1146.627 &                0.82 \\
     112.302 &               0.035 &      228.755 &              -0.975 &      342.178 &              -2.254 &      455.283 &              -2.229 &      569.102 &              -1.958 &      684.008 &              -0.982 &      799.792 &               0.087 &      915.717 &               0.712 &      1031.57 &               0.787 &       1147.4 &                0.82 \\
     112.992 &               0.036 &      229.527 &              -1.002 &      342.867 &              -2.254 &      456.055 &              -2.228 &      569.792 &              -1.951 &      684.641 &              -0.977 &      800.564 &               0.096 &       916.43 &               0.712 &     1032.262 &               0.788 &     1148.113 &                0.82 \\
     113.624 &               0.037 &       230.16 &              -1.016 &        343.5 &              -2.254 &      456.688 &              -2.228 &      570.506 &              -1.948 &      685.413 &              -0.969 &      801.197 &                 0.1 &       917.12 &               0.713 &     1032.893 &               0.788 &     1148.804 &               0.821 \\
     114.397 &               0.036 &      230.931 &              -1.043 &       344.19 &              -2.254 &      457.459 &              -2.227 &      571.196 &              -1.941 &      686.126 &              -0.965 &      801.969 &               0.108 &      917.753 &               0.714 &     1033.665 &               0.788 &     1149.518 &                0.82 \\
     115.029 &               0.036 &      231.646 &              -1.055 &      344.904 &              -2.254 &      458.091 &              -2.228 &      571.911 &              -1.939 &      686.817 &              -0.957 &        802.6 &               0.113 &      918.524 &               0.714 &     1034.379 &               0.788 &     1150.209 &               0.821 \\
       115.8 &               0.037 &      232.336 &               -1.08 &      345.594 &              -2.254 &      458.723 &              -2.228 &        572.6 &              -1.932 &      687.449 &              -0.952 &      803.374 &               0.121 &      919.238 &               0.715 &     1035.069 &               0.789 &     1150.922 &               0.821 \\
     116.515 &               0.036 &      232.968 &              -1.093 &      346.226 &              -2.253 &      459.413 &              -2.228 &      573.314 &              -1.928 &      688.221 &              -0.944 &      804.005 &               0.126 &      919.928 &               0.716 &     1035.783 &               0.788 &     1151.612 &               0.821 \\
     117.206 &               0.037 &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN \\
\bottomrule
\end{tabular}
