\begin{tabular}{llllllllllllllllllll}
\toprule
t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} \\
\midrule
       0.701 &                   0 &      103.246 &               0.018 &      197.191 &              -1.199 &      289.196 &              -1.361 &      388.545 &               -1.34 &      496.152 &              -1.318 &      597.512 &              -0.977 &      698.275 &              -0.347 &      790.279 &               0.016 &      901.242 &               0.088 \\
      81.256 &               0.015 &      176.909 &              -0.923 &      269.546 &              -1.366 &      364.766 &              -1.345 &      473.062 &              -1.324 &      574.587 &              -1.103 &      678.626 &              -0.476 &      770.629 &              -0.011 &      877.768 &               0.078 &      985.841 &               0.117 \\
      82.028 &               0.015 &      177.541 &              -0.932 &      270.178 &              -1.366 &       365.62 &              -1.345 &      473.999 &              -1.323 &        575.3 &                -1.1 &      679.398 &               -0.47 &      771.261 &              -0.011 &      878.703 &               0.079 &      986.777 &               0.117 \\
      82.881 &               0.015 &      178.313 &              -0.948 &      270.949 &              -1.366 &      366.392 &              -1.345 &      474.712 &              -1.323 &       575.99 &              -1.095 &       680.03 &              -0.468 &      772.032 &              -0.009 &      879.639 &               0.079 &       987.49 &               0.117 \\
      83.596 &               0.016 &      179.026 &              -0.956 &      271.663 &              -1.366 &      367.106 &              -1.344 &      475.484 &              -1.323 &      576.704 &              -1.093 &      680.802 &              -0.461 &      772.663 &              -0.008 &      880.574 &                0.08 &      988.263 &               0.117 \\
      84.368 &               0.016 &      179.717 &              -0.972 &      272.354 &              -1.365 &      367.878 &              -1.344 &      476.337 &              -1.322 &      577.558 &              -1.088 &      681.515 &              -0.458 &      773.436 &              -0.006 &       881.51 &                0.08 &      989.116 &               0.118 \\
      85.221 &               0.016 &       180.43 &               -0.98 &      273.067 &              -1.365 &      368.731 &              -1.345 &      477.052 &              -1.323 &       578.33 &              -1.083 &      682.204 &              -0.452 &      774.067 &              -0.006 &      882.445 &                0.08 &      990.052 &               0.118 \\
      86.157 &               0.016 &       181.12 &              -0.996 &      273.757 &              -1.365 &      369.668 &              -1.344 &      477.905 &              -1.323 &      579.265 &              -1.078 &      682.836 &              -0.449 &       774.84 &              -0.004 &      883.382 &               0.081 &      990.766 &               0.119 \\
       86.87 &               0.016 &      181.834 &              -1.002 &      274.388 &              -1.365 &      370.603 &              -1.343 &      478.677 &              -1.323 &      579.979 &              -1.075 &      683.608 &              -0.443 &      775.471 &              -0.004 &      884.317 &                0.08 &      991.538 &               0.119 \\
       87.56 &               0.016 &      182.524 &              -1.018 &       275.16 &              -1.365 &      371.538 &              -1.344 &      479.612 &              -1.322 &       580.75 &               -1.07 &       684.24 &               -0.44 &      776.243 &              -0.002 &      885.031 &               0.082 &      992.391 &               0.118 \\
      88.496 &               0.016 &      183.156 &              -1.024 &      275.874 &              -1.365 &      372.474 &              -1.344 &      480.326 &              -1.321 &      581.604 &              -1.065 &      685.012 &              -0.433 &      776.875 &              -0.002 &      885.802 &               0.082 &      993.105 &               0.119 \\
      89.433 &               0.016 &      183.928 &              -1.039 &      276.563 &              -1.364 &       373.41 &              -1.343 &       481.18 &              -1.322 &       582.54 &               -1.06 &      685.643 &              -0.429 &      777.647 &                   0 &      886.656 &               0.082 &      993.877 &               0.119 \\
      90.063 &               0.016 &      184.559 &              -1.046 &      277.277 &              -1.364 &      374.345 &              -1.343 &      481.952 &              -1.321 &      583.253 &              -1.058 &      686.416 &              -0.424 &      778.279 &               0.001 &      887.288 &               0.082 &       994.73 &                0.12 \\
      90.835 &               0.016 &       185.33 &              -1.059 &      277.968 &              -1.364 &      375.281 &              -1.343 &      482.888 &              -1.322 &      584.025 &              -1.051 &      687.047 &              -0.421 &       779.05 &               0.002 &       888.06 &               0.083 &      995.666 &                0.12 \\
      91.468 &               0.017 &      186.045 &              -1.066 &      278.681 &              -1.364 &      376.217 &              -1.343 &      483.824 &              -1.321 &      584.879 &              -1.047 &      687.819 &              -0.414 &      779.764 &               0.003 &      888.773 &               0.083 &      996.297 &                0.12 \\
      92.239 &               0.016 &      186.734 &              -1.079 &      279.371 &              -1.363 &      377.153 &              -1.342 &      484.758 &              -1.321 &      585.815 &              -1.041 &      688.451 &              -0.412 &      780.453 &               0.004 &      889.545 &               0.084 &       997.07 &                0.12 \\
      92.871 &               0.017 &      187.449 &              -1.085 &      280.003 &              -1.364 &      378.088 &              -1.342 &      485.473 &              -1.321 &      586.751 &              -1.036 &      689.223 &              -0.405 &      781.167 &               0.004 &      890.399 &               0.084 &      997.783 &                0.12 \\
      93.642 &               0.017 &      188.138 &              -1.098 &      280.775 &              -1.362 &      379.024 &              -1.342 &      486.244 &               -1.32 &      587.687 &              -1.031 &      689.936 &              -0.402 &      781.857 &               0.006 &      891.031 &               0.084 &      998.473 &                0.12 \\
      94.274 &               0.017 &      188.769 &              -1.104 &      281.405 &              -1.363 &       379.96 &              -1.342 &      487.099 &              -1.321 &        588.4 &              -1.028 &      690.626 &              -0.395 &      782.571 &               0.007 &      891.804 &               0.084 &      999.105 &                0.12 \\
      95.046 &               0.018 &      189.542 &              -1.116 &      282.178 &              -1.363 &      380.895 &              -1.342 &      488.033 &               -1.32 &      589.172 &              -1.023 &      691.339 &              -0.393 &      783.261 &               0.008 &      892.516 &               0.084 &      999.877 &                0.12 \\
       95.76 &               0.018 &      190.255 &              -1.122 &       282.81 &              -1.362 &      381.609 &              -1.341 &       488.97 &              -1.321 &      590.026 &              -1.018 &       692.03 &              -0.386 &      783.975 &               0.009 &       893.37 &               0.085 &     1000.508 &               0.121 \\
       96.45 &               0.017 &      190.946 &              -1.134 &      283.582 &              -1.362 &      382.299 &              -1.342 &      489.905 &              -1.321 &       590.74 &              -1.016 &      692.662 &              -0.383 &      784.664 &               0.009 &      894.142 &               0.085 &      1001.28 &               0.121 \\
      97.081 &               0.018 &      191.659 &              -1.139 &      284.295 &              -1.363 &      383.012 &              -1.342 &      490.842 &               -1.32 &      591.429 &              -1.011 &      693.433 &              -0.376 &      785.297 &                0.01 &      895.079 &               0.085 &     1001.912 &               0.121 \\
      97.852 &               0.018 &      192.349 &               -1.15 &      284.985 &              -1.362 &      383.866 &              -1.341 &      491.776 &               -1.32 &      592.143 &              -1.008 &      694.065 &              -0.374 &      786.068 &               0.012 &      896.014 &               0.086 &     1002.684 &               0.121 \\
      98.567 &               0.018 &      193.062 &              -1.156 &      285.617 &              -1.362 &      384.639 &              -1.341 &      492.491 &              -1.319 &      592.915 &              -1.003 &      694.837 &              -0.367 &      786.781 &               0.012 &       896.95 &               0.086 &     1003.315 &               0.122 \\
      99.339 &               0.018 &      193.753 &              -1.165 &      286.388 &              -1.361 &      385.351 &              -1.341 &      493.262 &              -1.319 &      593.769 &              -0.998 &       695.55 &              -0.364 &      787.471 &               0.013 &      897.885 &               0.087 &     1004.087 &               0.122 \\
     100.193 &               0.018 &      194.384 &               -1.17 &      287.102 &              -1.361 &      386.041 &              -1.341 &      494.116 &              -1.319 &      594.704 &              -0.993 &      696.241 &              -0.358 &      788.186 &               0.014 &      898.821 &               0.087 &     1004.801 &               0.123 \\
     101.129 &               0.018 &      195.156 &               -1.18 &      287.792 &              -1.361 &      386.978 &              -1.341 &       494.83 &              -1.319 &       595.64 &              -0.987 &      696.954 &              -0.356 &      788.875 &               0.015 &      899.534 &               0.088 &     1005.491 &               0.122 \\
     101.842 &               0.019 &      195.788 &              -1.185 &      288.424 &              -1.361 &      387.913 &               -1.34 &       495.52 &              -1.319 &      596.576 &              -0.982 &      697.644 &               -0.35 &      789.588 &               0.016 &      900.388 &               0.088 &     1006.122 &               0.122 \\
     102.532 &               0.019 &      196.559 &              -1.195 &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN &          NaN &                 NaN \\
\bottomrule
\end{tabular}
