\begin{tabular}{llllllllllllllllllll}
\toprule
t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} \\
\midrule
       1.221 &               0.001 &      113.808 &               0.023 &      219.515 &              -1.270 &      332.264 &              -1.317 &      441.046 &              -1.294 &      535.011 &              -0.895 &      629.044 &              -0.292 &      723.091 &               0.236 &      817.124 &               0.333 &      911.158 &               0.372 \\
      88.708 &               0.018 &      192.392 &              -1.007 &      305.596 &              -1.324 &      418.590 &              -1.298 &      514.041 &              -1.016 &      607.993 &              -0.432 &      702.038 &               0.174 &      796.072 &               0.321 &      890.106 &               0.366 &      984.139 &               0.393 \\
      89.561 &               0.019 &      193.327 &              -1.020 &      306.532 &              -1.323 &      419.363 &              -1.299 &      514.730 &              -1.010 &      608.765 &              -0.426 &      702.811 &               0.179 &      796.844 &               0.322 &      890.878 &               0.366 &      984.911 &               0.394 \\
      90.415 &               0.018 &      194.264 &              -1.033 &      307.468 &              -1.323 &      420.216 &              -1.297 &      515.362 &              -1.008 &      609.396 &              -0.423 &      703.442 &               0.180 &      797.476 &               0.322 &      891.509 &               0.366 &      985.543 &               0.394 \\
      91.351 &               0.018 &      195.199 &              -1.044 &      308.404 &              -1.322 &      421.152 &              -1.297 &      516.133 &              -1.002 &      610.168 &              -0.417 &      704.213 &               0.183 &      798.247 &               0.322 &      892.281 &               0.367 &      986.314 &               0.394 \\
      92.287 &               0.018 &      196.136 &              -1.056 &      309.339 &              -1.323 &      422.088 &              -1.297 &      516.847 &              -0.999 &      610.799 &              -0.413 &      704.845 &               0.185 &      798.879 &               0.323 &      892.913 &               0.367 &      986.946 &               0.395 \\
      92.999 &               0.019 &      197.070 &              -1.069 &      310.276 &              -1.323 &      423.023 &              -1.297 &      517.537 &              -0.995 &      611.571 &              -0.407 &      705.616 &               0.188 &      799.651 &               0.323 &      893.684 &               0.367 &      987.719 &               0.394 \\
      93.771 &               0.019 &      197.994 &              -1.080 &      311.211 &              -1.322 &      423.959 &              -1.297 &      518.169 &              -0.992 &      612.202 &              -0.403 &      706.330 &               0.190 &      800.283 &               0.323 &      894.316 &               0.368 &      988.350 &               0.394 \\
      94.625 &               0.020 &      198.930 &              -1.091 &      312.147 &              -1.322 &      424.895 &              -1.296 &      518.941 &              -0.986 &      612.975 &              -0.399 &      707.021 &               0.193 &      801.054 &               0.324 &      895.088 &               0.368 &      989.121 &               0.395 \\
      95.561 &               0.020 &      199.866 &              -1.101 &      313.081 &              -1.321 &      425.526 &              -1.297 &      519.572 &              -0.984 &      613.607 &              -0.396 &      707.652 &               0.195 &      801.686 &               0.325 &      895.720 &               0.368 &      989.753 &               0.395 \\
      96.497 &               0.019 &      200.801 &              -1.112 &      314.018 &              -1.322 &      426.298 &              -1.296 &      520.344 &              -0.979 &      614.379 &              -0.389 &      708.424 &               0.198 &      802.458 &               0.325 &      896.492 &               0.369 &      990.524 &               0.395 \\
      97.433 &               0.019 &      201.737 &              -1.122 &      314.953 &              -1.322 &      426.930 &              -1.297 &      520.976 &              -0.976 &      615.010 &              -0.386 &      709.056 &               0.200 &      803.089 &               0.325 &      897.124 &               0.368 &      991.157 &               0.395 \\
      98.146 &               0.020 &      202.451 &              -1.127 &      315.889 &              -1.321 &      427.701 &              -1.296 &      521.748 &              -0.971 &      615.782 &              -0.380 &      709.827 &               0.203 &      803.861 &               0.326 &      897.895 &               0.369 &      991.928 &               0.396 \\
      98.837 &               0.020 &      203.222 &              -1.136 &      316.825 &              -1.321 &      428.333 &              -1.296 &      522.379 &              -0.968 &      616.495 &              -0.376 &      710.459 &               0.204 &      804.493 &               0.326 &      898.527 &               0.368 &      992.560 &               0.396 \\
      99.549 &               0.020 &      204.077 &              -1.147 &      317.760 &              -1.321 &      429.105 &              -1.296 &      523.151 &              -0.963 &      617.185 &              -0.369 &      711.231 &               0.207 &      805.265 &               0.327 &      899.299 &               0.369 &      993.332 &               0.395 \\
     100.322 &               0.021 &      204.790 &              -1.152 &      318.696 &              -1.321 &      429.737 &              -1.295 &      523.783 &              -0.960 &      617.899 &              -0.367 &      711.863 &               0.208 &      805.897 &               0.327 &      900.012 &               0.369 &      993.964 &               0.396 \\
     101.175 &               0.020 &      205.562 &              -1.160 &      319.632 &              -1.319 &      430.508 &              -1.296 &      524.554 &              -0.955 &      618.589 &              -0.362 &      712.635 &               0.211 &      806.668 &               0.328 &      900.702 &               0.370 &      994.735 &               0.396 \\
     102.111 &               0.020 &      206.415 &              -1.169 &      320.567 &              -1.320 &      431.139 &              -1.296 &      525.186 &              -0.952 &      619.221 &              -0.358 &      713.266 &               0.212 &      807.382 &               0.328 &      901.416 &               0.369 &      995.367 &               0.396 \\
     102.825 &               0.021 &      207.351 &              -1.177 &      321.281 &              -1.320 &      431.911 &              -1.296 &      525.958 &              -0.947 &      619.992 &              -0.351 &      714.038 &               0.215 &      808.072 &               0.329 &      902.105 &               0.370 &      996.138 &               0.397 \\
     103.679 &               0.021 &      208.287 &              -1.185 &      321.971 &              -1.319 &      432.543 &              -1.295 &      526.590 &              -0.944 &      620.624 &              -0.348 &      714.670 &               0.216 &      808.703 &               0.329 &      902.737 &               0.370 &      996.852 &               0.397 \\
     104.451 &               0.021 &      209.222 &              -1.192 &      322.685 &              -1.320 &      433.315 &              -1.295 &      527.362 &              -0.939 &      621.397 &              -0.343 &      715.441 &               0.219 &      809.475 &               0.329 &      903.509 &               0.370 &      997.543 &               0.397 \\
     105.082 &               0.021 &      210.158 &              -1.200 &      323.456 &              -1.319 &      433.947 &              -1.295 &      527.994 &              -0.936 &      622.027 &              -0.340 &      716.073 &               0.220 &      810.107 &               0.330 &      904.140 &               0.371 &      998.174 &               0.396 \\
     105.854 &               0.020 &      211.093 &              -1.208 &      324.310 &              -1.319 &      434.719 &              -1.295 &      528.765 &              -0.931 &      622.799 &              -0.333 &      716.844 &               0.222 &      810.879 &               0.330 &      904.913 &               0.371 &      998.946 &               0.397 \\
     106.790 &               0.022 &      212.030 &              -1.216 &      325.024 &              -1.319 &      435.351 &              -1.295 &      529.479 &              -0.928 &      623.431 &              -0.330 &      717.477 &               0.223 &      811.592 &               0.330 &      905.544 &               0.372 &      999.578 &               0.397 \\
     107.421 &               0.022 &      212.964 &              -1.223 &      325.795 &              -1.318 &      436.123 &              -1.295 &      530.168 &              -0.922 &      624.202 &              -0.324 &      718.248 &               0.226 &      812.283 &               0.332 &      906.316 &               0.372 &     1000.349 &               0.397 \\
     108.193 &               0.021 &      213.900 &              -1.231 &      326.649 &              -1.318 &      436.754 &              -1.295 &      530.883 &              -0.919 &      624.835 &              -0.321 &      718.880 &               0.228 &      812.914 &               0.331 &      906.947 &               0.372 &     1000.980 &               0.397 \\
     109.129 &               0.022 &      214.836 &              -1.237 &      327.585 &              -1.318 &      437.525 &              -1.294 &      531.572 &              -0.913 &      625.606 &              -0.314 &      719.652 &               0.230 &      813.686 &               0.332 &      907.719 &               0.372 &     1001.752 &               0.397 \\
     110.064 &               0.022 &      215.772 &              -1.245 &      328.521 &              -1.318 &      438.239 &              -1.294 &      532.203 &              -0.911 &      626.238 &              -0.311 &      720.365 &               0.230 &      814.399 &               0.332 &      908.432 &               0.372 &     1002.466 &               0.398 \\
     111.000 &               0.022 &      216.708 &              -1.252 &      329.456 &              -1.318 &      438.929 &              -1.293 &      532.975 &              -0.905 &      627.010 &              -0.304 &      721.055 &               0.233 &      815.089 &               0.333 &      909.124 &               0.373 &     1003.321 &               0.398 \\
     111.936 &               0.022 &      217.644 &              -1.258 &      330.392 &              -1.317 &      439.561 &              -1.294 &      533.607 &              -0.903 &      627.641 &              -0.301 &      721.687 &               0.233 &      815.721 &               0.333 &      909.754 &               0.372 &     1004.092 &               0.398 \\
     112.871 &               0.022 &      218.578 &              -1.264 &      331.327 &              -1.317 &      440.333 &              -1.293 &      534.379 &              -0.898 &      628.413 &              -0.294 &      722.459 &               0.235 &      816.493 &               0.333 &      910.526 &               0.373 &     1004.806 &               0.398 \\
\bottomrule
\end{tabular}
